SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_record,Timestamp,Phase,Phase_elapsed_min,Exclusion_reason,Used,Fit_used
583,2026-09-02,13:37:16.677,107,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.036,0.1530596,0.8256836,1547.905,0.02414319,0.1186523,24.62472,0.005500174,1498.13,0.03802748,6.878224,6.479264e-05,100,0,1,0,583,2026-09-02 13:37:16.677000+00:00,4,10.000166666666667,invalid/high Rho_S,False,False
584,2026-09-02,13:39:16.679,108,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.036,0.2950401,1.200134,1547.868,0.02485607,0.1196289,24.64369,0.00481855,1498.135,0.0714857,6.878326,6.661594e-05,100,0,1,0,584,2026-09-02 13:39:16.679000+00:00,4,12.0002,invalid/high Rho_S,False,False
585,2026-09-02,13:41:16.681,109,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.15,0.2461004,0.8980713,1547.837,0.02305045,0.1416016,24.66141,0.004352181,1498.165,0.05901078,6.878412,6.114335e-05,100,0,1,0,585,2026-09-02 13:41:16.681000+00:00,4,14.000233333333334,invalid/high Rho_S,False,False
586,2026-09-02,13:43:16.683,110,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.116,0.3353101,1.456299,1547.815,0.02140804,0.1019287,24.67893,0.004287249,1498.162,0.08063935,6.878475,5.719054e-05,100,0,1,0,586,2026-09-02 13:43:16.683000+00:00,4,16.000266666666665,invalid/high Rho_S,False,False
587,2026-09-02,13:45:16.685,111,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.282,0.3565538,1.60376,1547.801,0.02142341,0.09667969,24.69557,0.004195658,1498.203,0.08743388,6.878519,5.731348e-05,100,0,1,0,587,2026-09-02 13:45:16.685000+00:00,4,18.0003,invalid/high Rho_S,False,False
588,2026-09-02,13:47:16.687,112,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.426,0.165148,0.7630005,1547.786,0.02178981,0.1151123,24.71286,0.004058885,1498.242,0.03990147,6.878562,5.763134e-05,100,0,1,0,588,2026-09-02 13:47:16.687000+00:00,4,20.000333333333334,invalid/high Rho_S,False,False
589,2026-09-02,13:49:16.689,113,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.387,0.2592681,1.007568,1547.784,0.02229855,0.1151123,24.73259,0.006563289,1498.239,0.06132903,6.878573,5.893699e-05,100,0,1,0,589,2026-09-02 13:49:16.689000+00:00,4,22.000366666666665,invalid/high Rho_S,False,False
590,2026-09-02,13:51:16.691,114,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.256,0.8903274,5.833374,1547.916,0.09770543,0.3170166,24.7546,0.006609968,1498.214,0.2098233,6.878228,0.0002590719,100,0,1,0,590,2026-09-02 13:51:16.691000+00:00,4,24.0004,invalid/high Rho_S,False,False
591,2026-09-02,13:53:16.693,115,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.564,0.3104456,1.847961,1547.925,0.05172931,0.3123779,24.81051,0.01769184,1498.298,0.07696765,6.878221,0.0001387794,100,0,1,0,591,2026-09-02 13:53:16.693000+00:00,4,26.000433333333334,invalid/high Rho_S,False,False
592,2026-09-02,13:55:16.695,116,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.622,0.01270994,0.03955078,1547.926,0.02091851,0.09790039,24.84677,0.005522708,1498.317,0.003775274,6.878229,5.623895e-05,100,0,1,0,592,2026-09-02 13:55:16.695000+00:00,4,28.000466666666668,,True,False
593,2026-09-02,13:57:16.697,117,8,123.38,1109.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.665,0.00626477,0.02484131,1547.896,0.01330717,0.06262207,24.86566,0.004529779,1498.331,0.002281435,6.878314,3.567071e-05,100,0,1,0,593,2026-09-02 13:57:16.697000+00:00,4,30.0005,,True,False
594,2026-09-02,14:10:24.164,118,8,123.38,1209.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.033,0.003466439,0.01342773,1544.033,0.01009284,0.04760742,24.87333,0.00486812,1498.179,0.001762189,6.888594,2.698119e-05,100,0,1,0,594,2026-09-02 14:10:24.164000+00:00,5,0.0,,True,False
595,2026-09-02,14:12:24.166,119,8,123.38,1209.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.039,0.001369763,0.005249023,1544.038,0.01115357,0.0559082,24.89362,0.005188572,1498.185,0.001343732,6.888585,2.941922e-05,100,1,1,1,595,2026-09-02 14:12:24.166000+00:00,5,2.000033333333333,,True,False
596,2026-09-02,14:14:24.168,120,8,123.38,1209.74,0.0,0.0,0.0,0.0,0.0,100.0,1005.041,0.0006117421,0.002807617,1544.05,0.01046384,0.04760742,24.91519,0.005590967,1498.19,0.001286018,6.888559,2.728155e-05,100,1,1,1,596,2026-09-02 14:14:24.168000+00:00,5,4.000066666666666,,True,False
597,2026-09-02,14:24:49.608,121,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.378,0.02165327,0.06542969,1540.671,0.013579,0.07116699,24.88628,0.003908607,1498.024,0.00689426,6.897583,3.645129e-05,100,0,1,0,597,2026-09-02 14:24:49.608000+00:00,6,0.0,,True,False
598,2026-09-02,14:26:49.610,122,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.432,0.005693426,0.02307129,1540.677,0.01557648,0.08349609,24.90776,0.007452325,1498.043,0.003111305,6.897573,4.028414e-05,100,0,1,0,598,2026-09-02 14:26:49.610000+00:00,6,2.000033333333333,,True,False
599,2026-09-02,14:28:49.612,123,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.441,0.001812247,0.008850098,1540.711,0.01305292,0.06945801,24.93541,0.006546308,1498.051,0.001602112,6.897491,3.404782e-05,100,1,1,1,599,2026-09-02 14:28:49.612000+00:00,6,4.000066666666666,,True,False
600,2026-09-02,14:30:49.614,124,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.445,0.002101957,0.009338379,1540.739,0.01059803,0.0513916,24.96114,0.005722944,1498.058,0.001540423,6.897422,2.799258e-05,100,1,1,1,600,2026-09-02 14:30:49.614000+00:00,6,6.0001,,True,False
601,2026-09-02,14:32:49.616,125,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.45,0.001076649,0.005004883,1540.76,0.01171823,0.05981445,24.98261,0.005199723,1498.063,0.00126301,6.897372,3.061948e-05,100,1,1,1,601,2026-09-02 14:32:49.616000+00:00,6,8.000133333333332,,True,False
602,2026-09-02,14:34:49.618,126,8,123.38,1310.38,0.0,0.0,0.0,0.0,0.0,100.0,1004.448,0.002720908,0.01031494,1540.842,0.03368323,0.1414795,25.02151,0.01597285,1498.073,0.003314596,6.897162,8.608468e-05,100,0,1,0,602,2026-09-02 14:34:49.618000+00:00,6,10.000166666666667,,True,False
