SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig
        519,2026-09-02,10:19:05.630,         43,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004357E+3,   1.350481E-1,   7.416382E-1,   1.545930E+3,   1.157999E+0,   3.780762E+0,   2.379806E+1,   4.482124E-3,   1.497796E+3,   3.209724E-2,   6.883248E+0,   3.083751E-3,   100,0,1,0
        520,2026-09-02,10:21:05.632,         44,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003664E+3,   1.133217E+0,   4.872620E+0,   1.543698E+3,   3.822419E-1,   1.498413E+0,   2.381106E+1,   2.660772E-3,   1.497629E+3,   2.725461E-1,   6.889198E+0,   1.020652E-3,   100,0,1,0
        521,2026-09-02,10:23:05.634,         45,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003083E+3,   1.103555E+0,   4.736694E+0,   1.553239E+3,   2.223274E+1,   8.929407E+1,   2.381798E+1,   2.551693E-3,          +INF,           NaN,   6.864690E+0,   5.613755E-2,   100,0,1,0
        522,2026-09-02,10:25:05.636,         46,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003313E+3,   1.177275E+0,   4.251770E+0,   1.546016E+3,   8.320065E+0,   8.402173E+1,   2.382879E+1,   2.468212E-3,   1.497552E+3,   2.797891E-1,   6.883138E+0,   2.105194E-2,   100,0,0,0
        523,2026-09-02,10:27:05.638,         47,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003023E+3,   1.272612E+0,   4.478943E+0,   1.544169E+3,   1.723933E+0,   7.845947E+0,   2.383454E+1,   1.966732E-3,   1.497481E+3,   3.070873E-1,   6.887953E+0,   4.589089E-3,   100,0,1,0
        524,2026-09-02,10:29:05.639,         48,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003403E+3,   1.541474E+0,   4.869812E+0,   1.543441E+3,   6.559724E-1,   3.255493E+0,   2.384299E+1,   2.525552E-3,   1.497576E+3,   3.695295E-1,   6.889894E+0,   1.749029E-3,   100,0,1,0
        525,2026-09-02,10:31:05.642,         49,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004437E+3,   1.503540E-1,   1.084229E+0,   1.543080E+3,   1.064710E-1,   4.552002E-1,   2.385107E+1,   2.257676E-3,   1.497826E+3,   3.661687E-2,   6.890857E+0,   2.847885E-4,   100,0,1,0
        526,2026-09-02,10:33:05.644,         50,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003180E+3,   1.035848E+0,   3.941101E+0,   1.543394E+3,   4.217647E-1,   1.791870E+0,   2.385665E+1,   2.633451E-3,          +INF,           NaN,   6.890022E+0,   1.125754E-3,   100,0,1,0
        527,2026-09-02,10:35:05.646,         51,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004436E+3,   1.657553E-1,   7.348633E-1,   1.543022E+3,   4.790114E-2,   2.489014E-1,   2.386698E+1,   1.580939E-3,   1.497829E+3,   3.978930E-2,   6.891016E+0,   1.279813E-4,   100,0,1,0
        528,2026-09-02,10:37:05.648,         52,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003756E+3,   5.725362E-1,   2.569702E+0,   1.543042E+3,   1.230431E-1,   6.589355E-1,   2.387277E+1,   2.292943E-3,   1.497665E+3,   1.369742E-1,   6.890964E+0,   3.282228E-4,   100,0,1,0
        529,2026-09-02,10:39:05.650,         53,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003233E+3,   1.476314E+0,   4.871643E+0,   1.543580E+3,   5.577747E-1,   2.478882E+0,   2.387988E+1,   2.245240E-3,   1.497540E+3,   3.567681E-1,   6.889532E+0,   1.488752E-3,   100,0,1,0
        530,2026-09-02,10:41:05.652,         54,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004197E+3,   4.533000E-1,   2.218628E+0,   1.542955E+3,   8.922863E-2,   3.903809E-1,   2.388849E+1,   1.860412E-3,   1.497777E+3,   1.080361E-1,   6.891201E+0,   2.380240E-4,   100,0,1,0
        531,2026-09-02,10:43:05.655,         55,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003960E+3,   7.578655E-1,   2.459106E+0,   1.543316E+3,   6.277740E-1,   3.290894E+0,   2.389484E+1,   1.474420E-3,          +INF,           NaN,   6.890240E+0,   1.674316E-3,   100,0,1,0
        532,2026-09-02,10:45:05.657,         56,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002911E+3,   1.338203E+0,   4.915527E+0,   1.543899E+3,   3.707696E-1,   1.688354E+0,   2.389806E+1,   1.578944E-3,   1.497469E+3,   3.220554E-1,   6.888683E+0,   9.893355E-4,   100,0,1,0
        533,2026-09-02,10:47:05.659,         57,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003646E+3,   6.007007E-1,   2.625427E+0,   1.545367E+3,   1.825467E+0,   6.457764E+0,   2.390338E+1,   1.681503E-3,          +INF,           NaN,   6.884779E+0,   4.855466E-3,   100,0,0,0
        534,2026-09-02,10:49:05.661,         58,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003127E+3,   1.168109E+0,   3.764404E+0,   1.543749E+3,   1.445289E+0,   7.281372E+0,   2.393125E+1,   8.565078E-3,          +INF,           NaN,   6.889096E+0,   3.848884E-3,   100,0,1,0
        535,2026-09-02,10:51:05.663,         59,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003272E+3,   7.300914E-1,   3.205811E+0,   1.543003E+3,   3.603429E-2,   2.380371E-1,   2.396799E+1,   5.922196E-3,   1.497567E+3,   1.741235E-1,   6.891096E+0,   9.605701E-5,   100,0,1,0
        536,2026-09-02,10:53:05.665,         60,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002994E+3,   3.604372E-1,   1.520752E+0,   1.543034E+3,   2.079706E-2,   9.167480E-2,   2.398396E+1,   2.384234E-3,   1.497504E+3,   8.576877E-2,   6.891017E+0,   5.584358E-5,   100,0,1,0
        537,2026-09-02,10:55:05.667,         61,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003393E+3,   7.856831E-1,   2.842590E+0,   1.543078E+3,   4.538858E-2,   2.031250E-1,   2.399476E+1,   4.602314E-3,   1.497601E+3,   1.916269E-1,   6.890901E+0,   1.202618E-4,   100,0,1,0
        538,2026-09-02,10:57:05.669,         62,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002006E+3,   3.559116E+0,   2.003888E+1,   1.543144E+3,   9.806811E-2,   8.413086E-1,   2.404674E+1,   2.618589E-2,          +INF,           NaN,   6.890741E+0,   2.626152E-4,   100,0,1,0
        539,2026-09-02,10:59:05.671,         63,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004547E+3,   1.826610E-1,   8.909912E-1,   1.543086E+3,   3.186737E-2,   1.708984E-1,   2.404863E+1,   3.074033E-3,   1.497891E+3,   4.475744E-2,   6.890894E+0,   8.478477E-5,   100,0,1,0
        540,2026-09-02,11:01:05.673,         64,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004596E+3,   3.215790E-2,   2.670898E-1,   1.543092E+3,   2.528183E-2,   1.154785E-1,   2.407736E+1,   1.027201E-2,   1.497910E+3,   7.273016E-3,   6.890888E+0,   6.559354E-5,   100,0,1,0
        541,2026-09-02,11:03:05.675,         65,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004223E+3,   9.236903E-1,   4.163513E+0,   1.543121E+3,   3.120033E-2,   2.567139E-1,   2.412067E+1,   1.986704E-2,   1.497827E+3,   2.265504E-1,   6.890821E+0,   8.138450E-5,   100,0,1,0
        542,2026-09-02,11:05:05.677,         66,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004617E+3,   6.468510E-3,   2.404785E-2,   1.543092E+3,   1.524997E-2,   9.204102E-2,   2.414156E+1,   9.497172E-4,   1.497924E+3,   1.800433E-3,   6.890906E+0,   4.060993E-5,   100,0,1,0
        543,2026-09-02,11:07:05.679,         67,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004458E+3,   2.457422E-1,   9.317017E-1,   1.543074E+3,   2.177445E-2,   1.051025E-1,   2.414234E+1,   4.549887E-4,   1.497886E+3,   5.974981E-2,   6.890954E+0,   5.819006E-5,   100,0,1,0
        544,2026-09-02,11:09:05.681,         68,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004289E+3,   6.056756E-1,   3.097351E+0,   1.543026E+3,   2.165033E-2,   8.813477E-2,   2.414211E+1,   5.570290E-4,   1.497845E+3,   1.490620E-1,   6.891080E+0,   5.772932E-5,   100,0,1,0
        545,2026-09-02,11:11:05.683,         69,          8,   9.096000E+1,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004603E+3,   7.120349E-2,   2.542725E-1,   1.542987E+3,   1.465185E-2,   6.152344E-2,   2.414118E+1,   8.206499E-4,   1.497923E+3,   1.723913E-2,   6.891184E+0,   3.917296E-5,   100,0,1,0
        546,2026-09-02,12:05:30.287,         70,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004995E+3,   5.093101E-1,   1.987061E+0,   1.558705E+3,   1.229355E-1,   6.816406E-1,   2.411082E+1,   1.759114E-2,   1.498003E+3,   1.227508E-1,   6.849618E+0,   3.184165E-4,   100,0,1,0
        547,2026-09-02,12:07:30.289,         71,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006125E+3,   2.134549E-1,   1.241760E+0,   1.558479E+3,   6.559060E-2,   3.947754E-1,   2.408955E+1,   1.478581E-3,   1.498277E+3,   5.094976E-2,   6.850204E+0,   1.715217E-4,   100,0,1,0
        548,2026-09-02,12:09:30.291,         72,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005964E+3,   5.565763E+0,   5.108533E+1,   1.558320E+3,   2.102047E-1,   1.221680E+0,   2.411480E+1,   1.342368E-2,   1.498272E+3,   1.261656E+0,   6.850627E+0,   5.518175E-4,   100,0,1,0
        549,2026-09-02,12:11:30.293,         73,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006389E+3,   2.707166E-1,   1.649780E+0,   1.558566E+3,   2.137274E-1,   1.109985E+0,   2.414437E+1,   9.060736E-3,   1.498356E+3,   6.212528E-2,   6.849990E+0,   5.584967E-4,   100,0,1,0
        550,2026-09-02,12:13:30.295,         74,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006621E+3,   1.833636E-1,   8.954468E-1,   1.558381E+3,   4.528760E-2,   1.750488E-1,   2.417329E+1,   8.445076E-3,   1.498417E+3,   4.556457E-2,   6.850483E+0,   1.204604E-4,   100,0,1,0
        551,2026-09-02,12:15:30.297,         75,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007038E+3,   2.109578E-1,   7.985840E-1,   1.558112E+3,   1.164071E-1,   3.723145E-1,   2.421465E+1,   1.416354E-2,   1.498529E+3,   5.338840E-2,   6.851200E+0,   3.082726E-4,   100,0,1,0
        552,2026-09-02,12:17:30.299,         76,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007246E+3,   2.920181E-2,   1.127930E-1,   1.558002E+3,   4.153958E-2,   2.139893E-1,   2.425479E+1,   5.410480E-3,   1.498587E+3,   7.320232E-3,   6.851497E+0,   1.095646E-4,   100,0,1,0
        553,2026-09-02,12:19:30.301,         77,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007291E+3,   5.300165E-2,   2.458496E-1,   1.557913E+3,   2.887960E-2,   1.436768E-1,   2.426949E+1,   3.124733E-3,   1.498600E+3,   1.333027E-2,   6.851735E+0,   7.590427E-5,   100,0,1,0
        554,2026-09-02,12:21:30.303,         78,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007311E+3,   4.543537E-2,   2.196045E-1,   1.557866E+3,   3.654411E-2,   1.671143E-1,   2.428548E+1,   5.389747E-3,   1.498609E+3,   1.085554E-2,   6.851862E+0,   9.655620E-5,   100,0,1,0
        555,2026-09-02,12:23:30.305,         79,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007323E+3,   6.018662E-2,   2.771606E-1,   1.557820E+3,   2.934062E-2,   1.420898E-1,   2.431334E+1,   6.439580E-3,   1.498617E+3,   1.513318E-2,   6.851991E+0,   7.778702E-5,   100,0,1,0
        556,2026-09-02,12:25:30.307,         80,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007329E+3,   3.053766E-2,   1.381226E-1,   1.557783E+3,   3.104315E-2,   1.726074E-1,   2.433068E+1,   3.196119E-3,   1.498621E+3,   7.588011E-3,   6.852093E+0,   8.183572E-5,   100,0,1,0
        557,2026-09-02,12:27:30.309,         81,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007353E+3,   3.750245E-2,   1.768188E-1,   1.557722E+3,   2.824267E-2,   1.540527E-1,   2.434104E+1,   2.174681E-3,   1.498629E+3,   9.186410E-3,   6.852256E+0,   7.436605E-5,   100,0,1,0
        558,2026-09-02,12:29:30.311,         82,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007366E+3,   2.846396E-2,   1.069336E-1,   1.557680E+3,   2.314676E-2,   1.162109E-1,   2.435007E+1,   2.364908E-3,   1.498634E+3,   7.302204E-3,   6.852366E+0,   6.091624E-5,   100,0,1,0
        559,2026-09-02,12:31:30.313,         83,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007388E+3,   5.307414E-3,   1.885986E-2,   1.557642E+3,   2.555434E-2,   1.307373E-1,   2.436031E+1,   2.695219E-3,   1.498641E+3,   1.949725E-3,   6.852470E+0,   6.725897E-5,   100,0,1,0
        560,2026-09-02,12:33:30.315,         84,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007400E+3,   5.869506E-3,   3.277588E-2,   1.557593E+3,   1.835530E-2,   8.752441E-2,   2.437110E+1,   2.752199E-3,   1.498647E+3,   1.724344E-3,   6.852602E+0,   4.855614E-5,   100,0,1,0
        561,2026-09-02,12:35:30.317,         85,          8,   1.233800E+2,   9.096600E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007398E+3,   3.434505E-2,   1.737061E-1,   1.557548E+3,   2.087142E-2,   8.874512E-2,   2.438210E+1,   2.692559E-3,   1.498649E+3,   8.439764E-3,   6.852721E+0,   5.504897E-5,   100,0,1,0
        562,2026-09-02,12:45:52.630,         86,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.000161E+3,   4.491590E+0,   1.275629E+1,   1.558300E+3,   2.630957E+0,   1.125574E+1,   2.435681E+1,   9.931872E-3,   1.496890E+3,   1.081518E+0,   6.850757E+0,   6.900103E-3,   100,0,1,0
        563,2026-09-02,12:47:52.632,         87,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.001346E+3,   1.763360E+0,   5.673706E+0,   1.553167E+3,   1.663502E+0,   8.292358E+0,   2.434910E+1,   2.483726E-3,   1.497183E+3,   4.278288E-1,   6.864227E+0,   4.373448E-3,   100,0,1,0
        564,2026-09-02,12:49:52.634,         88,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003375E+3,   5.295120E-1,   2.238159E+0,   1.552295E+3,   6.778426E-2,   3.759766E-1,   2.436104E+1,   2.276810E-3,   1.497674E+3,   1.278094E-1,   6.866530E+0,   1.790547E-4,   100,0,1,0
        565,2026-09-02,12:51:52.637,         89,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003998E+3,   3.947580E-1,   1.595459E+0,   1.552265E+3,   4.614894E-2,   2.397461E-1,   2.437044E+1,   3.956642E-3,   1.497825E+3,   9.591892E-2,   6.866615E+0,   1.218679E-4,   100,0,1,0
        566,2026-09-02,12:53:52.639,         90,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004558E+3,   6.816718E-1,   3.048218E+0,   1.552298E+3,   4.877605E-2,   2.451172E-1,   2.438071E+1,   2.441406E-3,   1.497963E+3,   1.656301E-1,   6.866531E+0,   1.285653E-4,   100,0,1,0
        567,2026-09-02,12:55:52.642,         91,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004794E+3,   3.801394E-1,   1.560181E+0,   1.552305E+3,   4.005232E-2,   2.121582E-1,   2.438992E+1,   2.224875E-3,   1.498022E+3,   9.130523E-2,   6.866513E+0,   1.058770E-4,   100,0,1,0
        568,2026-09-02,12:57:52.643,         92,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005119E+3,   4.113828E-1,   1.905762E+0,   1.552283E+3,   3.027220E-2,   1.697998E-1,   2.439824E+1,   3.099459E-3,   1.498104E+3,   9.811199E-2,   6.866574E+0,   8.010111E-5,   100,0,1,0
        569,2026-09-02,12:59:52.646,         93,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004925E+3,   5.642039E-1,   2.142944E+0,   1.552212E+3,   5.440131E-2,   2.263184E-1,   2.440799E+1,   2.090377E-3,   1.498056E+3,   1.351101E-1,   6.866764E+0,   1.440445E-4,   100,0,1,0
        570,2026-09-02,13:01:52.647,         94,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005049E+3,   4.011723E-1,   1.953918E+0,   1.552160E+3,   4.665368E-2,   2.106934E-1,   2.441633E+1,   2.095034E-3,   1.498088E+3,   9.609516E-2,   6.866903E+0,   1.236090E-4,   100,0,1,0
        571,2026-09-02,13:03:52.649,         95,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004950E+3,   5.332726E-1,   2.097168E+0,   1.552149E+3,   3.938759E-2,   2.041016E-1,   2.442672E+1,   2.597852E-3,   1.498068E+3,   1.278284E-1,   6.866935E+0,   1.038443E-4,   100,0,1,0
        572,2026-09-02,13:05:52.651,         96,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006127E+3,   2.516593E-1,   7.905884E-1,   1.552121E+3,   4.549233E-2,   2.330322E-1,   2.444650E+1,   9.471476E-3,   1.498357E+3,   6.261573E-2,   6.867014E+0,   1.202440E-4,   100,0,1,0
        573,2026-09-02,13:07:52.654,         97,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006400E+3,   5.528582E-2,   2.905884E-1,   1.552117E+3,   3.601589E-2,   1.588135E-1,   2.447332E+1,   4.674073E-3,   1.498427E+3,   1.419574E-2,   6.867032E+0,   9.607721E-5,   100,0,1,0
        574,2026-09-02,13:09:52.656,         98,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006355E+3,   1.815430E-1,   7.515869E-1,   1.552019E+3,   1.314861E-2,   6.787109E-2,   2.449065E+1,   3.797254E-3,   1.498421E+3,   4.430195E-2,   6.867295E+0,   3.504809E-5,   100,0,1,0
        575,2026-09-02,13:11:52.658,         99,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006464E+3,   4.871958E-3,   1.831055E-2,   1.551993E+3,   1.206600E-2,   6.127930E-2,   2.450693E+1,   4.495813E-3,   1.498450E+3,   2.066182E-3,   6.867369E+0,   3.236022E-5,   100,0,1,0
        576,2026-09-02,13:13:52.660,        100,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006472E+3,   2.760916E-3,   1.348877E-2,   1.551972E+3,   1.241687E-2,   6.481934E-2,   2.452526E+1,   4.260608E-3,   1.498456E+3,   1.395515E-3,   6.867429E+0,   3.339629E-5,   100,0,1,0
        577,2026-09-02,13:15:52.662,        101,          8,   1.233800E+2,   1.009680E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.006470E+3,   9.979515E-3,   4.034424E-2,   1.551957E+3,   8.844348E-3,   4.187012E-2,   2.454244E+1,   4.657009E-3,   1.498459E+3,   2.664901E-3,   6.867475E+0,   2.363699E-5,   100,0,1,0
        578,2026-09-02,13:27:16.667,        102,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005146E+3,   2.877692E-1,   9.859619E-1,   1.548166E+3,   8.751981E-2,   3.084717E-1,   2.455220E+1,   1.974131E-2,   1.498135E+3,   6.860606E-2,   6.877511E+0,   2.373453E-4,   100,0,1,0
        579,2026-09-02,13:29:16.669,        103,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004167E+3,   3.642198E-1,   1.459229E+0,   1.548040E+3,   5.313192E-2,   2.687988E-1,   2.454662E+1,   4.616809E-3,   1.497904E+3,   8.674388E-2,   6.877841E+0,   1.403242E-4,   100,0,1,0
        580,2026-09-02,13:31:16.671,        104,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004492E+3,   2.717157E-1,   1.017212E+0,   1.547989E+3,   3.120575E-2,   1.411133E-1,   2.456709E+1,   5.187528E-3,   1.497987E+3,   6.628632E-2,   6.877985E+0,   8.341367E-5,   100,0,1,0
        581,2026-09-02,13:33:16.673,        105,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004609E+3,   2.681491E-1,   1.246033E+0,   1.547951E+3,   2.614185E-2,   1.398926E-1,   2.458786E+1,   5.012610E-3,   1.498020E+3,   6.508889E-2,   6.878093E+0,   7.285774E-5,   100,0,1,0
        582,2026-09-02,13:35:16.675,        106,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004916E+3,   3.727926E-1,   1.473389E+0,   1.547934E+3,   2.660804E-2,   1.518555E-1,   2.460898E+1,   5.519559E-3,   1.498098E+3,   9.088129E-2,   6.878141E+0,   7.067564E-5,   100,0,1,0
        583,2026-09-02,13:37:16.677,        107,          8,   1.233800E+2,   1.109740E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005036E+3,   1.530596E-1,   8.256836E-1,   1.547905E+3,   2.414319E-2,   1.186523E-1,   2.462472E+1,   5.500174E-3,   1.498130E+3,   3.802748E-2,   6.878224E+0,   6.479264E-5,   100,0,1,0
